year,rank,song,singer,urls,top_predicted_genre,second_predicted_genre,third_predicted_genre
1984,21,Let's Go Crazy,"Prince,the Revolution,",https://www.youtube.com/watch?v=aXJhDltzYVQ,Pop,Rock,Folk
1984,22,Say It Isn't So,Daryl Hall & John Oates,https://www.youtube.com/watch?v=_R5xIdXwNMk,Rock,Pop,Instrumental
1984,23,Hold Me Now,Thompson Twins,https://www.youtube.com/watch?v=H9694K85Xc8,Rock,Jazz,Pop
1984,24,Joanna,Kool & the Gang,https://www.youtube.com/watch?v=hsklsxReSe0,Rock,Pop,Folk
1984,25,I Just Called to Say I Love You,Stevie Wonder,https://www.youtube.com/watch?v=3hC2LZl6EwM,Pop,Jazz,Rock
1984,26,Somebody's Watching Me,Rockwell,https://www.youtube.com/watch?v=7YvAYIJSSZY,Electronic,Instrumental,Jazz
1984,27,Break My Stride,Matthew Wilder,https://www.youtube.com/watch?v=IEmSUkGik1E,Classical,Instrumental,Rock
1984,28,99 Luftballons,Nena,https://www.youtube.com/watch?v=hiwgOWo7mDc,Rock,Pop,Jazz
1984,29,I Can Dream About You,Dan Hartman,https://www.youtube.com/watch?v=621Nk3Ubz4A,Pop,Jazz,Rock
1984,30,The Glamorous Life,Sheila E.,https://www.youtube.com/watch?v=6Zqtl8azCs8,Jazz,Pop,Rock
1984,31,Oh Sherrie,Steve Perry,https://www.youtube.com/watch?v=5-WpsdC2-Cc,Jazz,Pop,Rock
1984,32,Stuck on You,Lionel Richie,https://www.youtube.com/watch?v=9NIc3b_jcIo,Rock,Pop,Folk
1984,33,I Guess That's Why They Call It the Blues,Elton John,https://www.youtube.com/watch?v=h6KYAVn8ons,Rock,Pop,Folk
1984,34,She Bop,Cyndi Lauper,https://www.youtube.com/watch?v=KFq4E9XTueY,Pop,Rock,Electronic
1984,35,Borderline,Madonna,https://www.youtube.com/watch?v=rSaC-YbSDpo,Jazz,Pop,Rock
1984,36,Sunglasses at Night,Corey Hart,https://www.youtube.com/watch?v=Jg_REFKkUF0,Pop,Rock,Spoken
1984,37,Eyes Without a Face,Billy Idol,https://www.youtube.com/watch?v=9OFpfTd0EIs,Rock,Pop,Jazz
1984,38,Here Comes the Rain Again,Eurythmics,https://www.youtube.com/watch?v=TzFnYcIqj6I,Pop,Rock,Electronic
1984,39,Uptown Girl,Billy Joel,https://www.youtube.com/watch?v=gS6e0O0dmjs,Rock,Classical,Folk
1984,40,Sister Christian,Night Ranger,https://www.youtube.com/watch?v=z92bmlcmyq0,Pop,Rock,Jazz
1984,41,Drive,The Cars,https://www.youtube.com/watch?v=xuZA6qiJVfU,Rock,Classical,Instrumental
1984,42,Twist of Fate,Olivia Newton-John,https://www.youtube.com/watch?v=_2hawbp5XT4,Rock,Pop,Folk
1984,43,Union of the Snake,Duran Duran,https://www.youtube.com/watch?v=n6p5Q6_JBes,Instrumental,Rock,Pop
1984,44,The Heart of Rock & Roll,Huey Lewis and the News,https://www.youtube.com/watch?v=M7JVlpm0eRs,Pop,Rock,Folk
1984,45,Hard Habit to Break,Chicago,https://www.youtube.com/watch?v=_aCAZNcTVeo,Jazz,Rock,Pop
1984,46,The Warrior,Scandal,https://www.youtube.com/watch?v=47y5bo8wtqM,Rock,Pop,Folk
1984,47,If Ever You're in My Arms Again,Peabo Bryson,https://www.youtube.com/watch?v=qcDvzifP_gk,Classical,Jazz,Rock
1984,48,Automatic,The Pointer Sisters,https://www.youtube.com/watch?v=sDU6K02igoU,Rock,Pop,Electronic
1984,49,Let the Music Play,Shannon,https://www.youtube.com/watch?v=_-0sUuGufmw,Electronic,Rock,Instrumental
1984,50,To All the Girls I've Loved Before,"Julio Iglesias,Willie Nelson,",https://www.youtube.com/watch?v=rVq0ONrSH-Q,Rock,Pop,Spoken
1985,1,Careless Whisper,Wham!,https://www.youtube.com/watch?v=izGwDsrQ1eQ,Pop,Rock,Jazz
1985,2,Like a Virgin,Madonna,https://www.youtube.com/watch?v=9fj2p3jlkuQ,Pop,Jazz,Rock
1985,3,Wake Me Up Before You Go-Go,,https://www.youtube.com/watch?v=pIgZ7gMze7A,Rock,Pop,Country
1985,4,I Want to Know What Love Is,Foreigner,https://www.youtube.com/watch?v=HNGbhnF8ufs,Rock,Pop,Folk
1985,5,I Feel for You,Chaka Khan,https://www.youtube.com/watch?v=FR7EUTC_UwE,Electronic,Instrumental,Rock
1985,6,Out of Touch,Daryl Hall & John Oates,https://www.youtube.com/watch?v=iKL9jdUBWWs,Jazz,Rock,Pop
1985,7,Everybody Wants to Rule the World,Tears for Fears,https://www.youtube.com/watch?v=aGCdLKXNF3w,Jazz,Pop,Electronic
1985,8,Money for Nothing,Dire Straits,https://www.youtube.com/watch?v=JcqhvPNiJzo,Rock,Pop,Instrumental
1985,9,Crazy for You,,https://www.youtube.com/watch?v=DHutZXREZ0E,Rock,Pop,Folk
1985,10,Take On Me,a-ha,https://www.youtube.com/watch?v=djV11Xbc914,Jazz,Country,Pop
1985,11,Everytime You Go Away,Paul Young,https://www.youtube.com/watch?v=nfk6sCzRTbM,Rock,Pop,Folk
1985,12,Easy Lover,"Philip Bailey,Phil Collins,",https://www.youtube.com/watch?v=JkRKT6T0QLg,Rock,Pop,Jazz
1985,13,Can't Fight This Feeling,REO Speedwagon,https://www.youtube.com/watch?v=zpOULjyy-n8,Rock,Jazz,Pop
1985,14,We Built This City,Starship,https://www.youtube.com/watch?v=K1b8AhIsSYQ,Pop,Rock,Instrumental
1985,15,The Power of Love,Huey Lewis and the News,https://www.youtube.com/watch?v=wBl2QGAIx1s,Rock,Pop,Electronic
1985,16,Don't You (Forget About Me),Simple Minds,https://www.youtube.com/watch?v=CdqoNKCCt7A,Rock,Pop,Electronic
1985,17,Cherish,Kool & the Gang,https://www.youtube.com/watch?v=Q5a9iNda2As,Instrumental,Pop,Rock
1985,18,St. Elmo's Fire (Man in Motion),John Parr,https://www.youtube.com/watch?v=dx7vNdAb5e4,Pop,Rock,Folk
1985,19,The Heat Is On,Glenn Frey,https://www.youtube.com/watch?v=uZD8HKVKneI,Rock,Electronic,Spoken
1985,20,We Are the World,USA for Africa,https://www.youtube.com/watch?v=9AjkUyX0rVw,Pop,Jazz,Rock
1985,21,Shout,,https://www.youtube.com/watch?v=Ye7FKc1JQe4,Pop,Rock,Folk
1985,22,Part-Time Lover,Stevie Wonder,https://www.youtube.com/watch?v=MpDM6ygsb20,Electronic,Pop,Folk
1985,23,Saving All My Love for You,Whitney Houston,https://www.youtube.com/watch?v=ewxmv2tyeRs,Pop,Rock,Jazz
1985,24,Heaven,Bryan Adams,https://www.youtube.com/watch?v=s6TtwR2Dbjg,Rock,Pop,Electronic
1985,25,Everything She Wants,,https://www.youtube.com/watch?v=Yf_Lwe6p-Cg,Rock,Pop,Jazz
1985,26,Cool It Now,New Edition,https://www.youtube.com/watch?v=RZUq6N7Gx1c,Pop,Rock,Electronic
1985,27,Miami Vice Theme,Jan Hammer,https://www.youtube.com/watch?v=6nPTZqnIfFM,Rock,Pop,Spoken
1985,28,Loverboy,Billy Ocean,https://www.youtube.com/watch?v=bohVV_KlSHw,Rock,Pop,Electronic
1985,29,Lovergirl,Teena Marie,https://www.youtube.com/watch?v=1fyWgjhe_Zg,Rock,Instrumental,Jazz
1985,30,You Belong to the City,,https://www.youtube.com/watch?v=8TToLgW7zuc,Pop,Rock,Folk
1985,31,Oh Sheila,Ready for the World,https://www.youtube.com/watch?v=wbL2lMn34Oo,Pop,Rock,Electronic
1985,32,Rhythm of the Night,DeBarge,https://www.youtube.com/watch?v=cAQSZhazYk8,Pop,Rock,Jazz
1985,33,One More Night,,https://www.youtube.com/watch?v=zKVq-P3z5Vg,Jazz,Instrumental,Pop
1985,34,Sea of Love,The Honeydrippers,https://www.youtube.com/watch?v=2BoUzzFXuVU,Pop,Electronic,Instrumental
1985,35,A View to a Kill,Duran Duran,https://www.youtube.com/watch?v=Fp4CR2HcHLQ,Electronic,Rock,Pop
1985,36,The Wild Boys,,https://www.youtube.com/watch?v=M43wsiNBwmo,Pop,Jazz,Rock
1985,37,You're the Inspiration,Chicago,https://www.youtube.com/watch?v=CRfy1yorkec,Rock,Pop,Spoken
1985,38,Neutron Dance,The Pointer Sisters,https://www.youtube.com/watch?v=FU0fBghutBU,Rock,Electronic,Pop
1985,39,We Belong,Pat Benatar,https://www.youtube.com/watch?v=qxZInIyOBXk,Rock,Pop,Electronic
1985,40,Nightshift,Commodores,https://www.youtube.com/watch?v=FrkEDe6Ljqs,Electronic,Jazz,Pop
1985,41,Things Can Only Get Better,Howard Jones,https://www.youtube.com/watch?v=-OO9LloDSJo,Jazz,Rock,Pop
1985,42,All I Need,Jack Wagner,https://www.youtube.com/watch?v=K38xNqZvBJI,Rock,Electronic,Pop
1985,43,Freeway of Love,Aretha Franklin,https://www.youtube.com/watch?v=Ip_pjb5_fgA,Rock,Jazz,Pop
1985,44,Never Surrender,Corey Hart,https://www.youtube.com/watch?v=-4pg6Jh94Lo,Rock,Pop,Folk
1985,45,Sussudio,,https://www.youtube.com/watch?v=r0qBaBb1Y-U,Electronic,Rock,Pop
1985,46,Strut,Sheena Easton,https://www.youtube.com/watch?v=uSp0kO-NBWw,Jazz,Electronic,Pop
1985,47,You Give Good Love,,https://www.youtube.com/watch?v=dY7PmX6Oz58,Pop,Spoken,Rock
1985,48,The Search Is Over,Survivor,https://www.youtube.com/watch?v=xELTfJ-ZVBc,Pop,Jazz,Rock
1985,49,Missing You,Diana Ross,https://www.youtube.com/watch?v=-VtB8FcZ5hQ,Jazz,Classical,Electronic
1985,50,Separate Lives,Marilyn Martin,https://www.youtube.com/watch?v=IkxLTZm-6OE,Pop,Rock,Jazz
1986,1,That's What Friends Are For,"Dionne Warwick,Gladys Knight,Elton John,Stevie Wonder,",https://www.youtube.com/watch?v=HyTpu6BmE88,Jazz,Instrumental,Pop
1986,2,"Say You, Say Me",Lionel Richie,https://www.youtube.com/watch?v=udDXbmno0tw,Jazz,Rock,Pop
1986,3,I Miss You,Klymaxx,https://www.youtube.com/watch?v=gvlhHJNppQg,Jazz,Electronic,Rock
1986,4,On My Own,"Patti LaBelle,Michael McDonald,",https://www.youtube.com/watch?v=KsH63qJlIMM,Jazz,Rock,Electronic
1986,5,Broken Wings,Mr. Mister,https://www.youtube.com/watch?v=jauCjFAmRMc,Rock,Pop,Jazz
1986,6,How Will I Know,Whitney Houston,https://www.youtube.com/watch?v=m3-hY-hlhBg,Pop,Rock,Electronic
1986,7,Party All the Time,Eddie Murphy,https://www.youtube.com/watch?v=iWa-6g-TbgI,Rock,Pop,Folk
1986,8,Burning Heart,Survivor,https://www.youtube.com/watch?v=Kc71KZG87X4,Rock,Pop,Jazz
1986,9,Kyrie,Mr. Mister,https://www.youtube.com/watch?v=9NDjt4FzFWY,Rock,Pop,Folk
1986,10,Addicted to Love,Robert Palmer,https://www.youtube.com/watch?v=XcATvu5f9vE,Rock,Pop,Jazz
1986,11,The Greatest Love of All,Whitney Houston,https://www.youtube.com/watch?v=IYzlVDlE72w,Classical,Jazz,Pop
1986,12,Secret Lovers,Atlantic Starr,https://www.youtube.com/watch?v=v91nei61fFk,Jazz,Instrumental,Spoken
1986,13,Friends and Lovers,"Gloria Loring,Carl Anderson,",https://www.youtube.com/watch?v=r3tTcl1DJw8,Jazz,Pop,Rock
1986,14,Glory of Love,Peter Cetera,https://www.youtube.com/watch?v=g70SpJ1qo5A,Rock,Jazz,Pop
1986,15,West End Girls,Pet Shop Boys,https://www.youtube.com/watch?v=p3j2NYZ8FKs,Rock,Electronic,Pop
1986,16,There'll Be Sad Songs (To Make You Cry),Billy Ocean,https://www.youtube.com/watch?v=KLjpJZbxkAU,Electronic,Pop,Instrumental
1986,17,Alive and Kicking,Simple Minds,https://www.youtube.com/watch?v=ljIQo1OHkTI,Rock,Pop,Instrumental
1986,18,Never,Heart,https://www.youtube.com/watch?v=zWzy5q_M5Ho,Pop,Rock,Jazz
1986,19,Kiss,"Prince,The Revolution,",https://www.youtube.com/watch?v=H9tEvfIsDyo,Electronic,Spoken,Pop
1986,20,Higher Love,Steve Winwood,https://www.youtube.com/watch?v=k9olaIio3l8,Rock,Pop,Spoken
1986,21,Stuck with You,Huey Lewis and the News,https://www.youtube.com/watch?v=J08ZwySCoJ8,Spoken,Rock,Electronic
1986,22,Holding Back the Years,Simply Red,https://www.youtube.com/watch?v=yG07WSu7Q9w,Jazz,Electronic,Pop
1986,23,Sledgehammer,Peter Gabriel,https://www.youtube.com/watch?v=OJWJE0x7T4Q,Rock,Pop,Electronic
1986,24,Sara,Starship,https://www.youtube.com/watch?v=32ScTb6_KHg,Pop,Rock,Folk
1986,25,Human,The Human League,https://www.youtube.com/watch?v=s1ysoohV_zA,Jazz,Rock,Pop
1986,26,I Can't Wait,Nu Shooz,https://www.youtube.com/watch?v=UJ1tBVtYOBc,Jazz,Rock,Pop
1986,27,Take My Breath Away,Berlin,https://www.youtube.com/watch?v=Bx51eegLTY8,Rock,Pop,Jazz
1986,28,Rock Me Amadeus,Falco,https://www.youtube.com/watch?v=cVikZ8Oe_XA,Rock,Pop,Jazz
1986,29,Papa Don't Preach,Madonna,https://www.youtube.com/watch?v=G333Is7VPOg,Jazz,Pop,Rock
1986,30,You Give Love a Bad Name,Bon Jovi,https://www.youtube.com/watch?v=KrZHPOeOxQQ,Rock,Pop,Folk
1986,31,"When the Going Gets Tough, the Tough Get Going",Billy Ocean,https://www.youtube.com/watch?v=-n3sUWR4FV4,Jazz,Rock,Pop
1986,32,When I Think of You,Janet Jackson,https://www.youtube.com/watch?v=EaleKN9GQ54,Electronic,Jazz,Pop
1986,33,These Dreams,Heart,https://www.youtube.com/watch?v=41P8UxneDJE,Jazz,Pop,Electronic
1986,34,Don't Forget Me (When I'm Gone),Glass Tiger,https://www.youtube.com/watch?v=DD4PSn6qwtU,Rock,Pop,Folk
1986,35,Live to Tell,Madonna,https://www.youtube.com/watch?v=IzAO9A9GjgI,Pop,Rock,Instrumental
1986,36,Mad About You,Belinda Carlisle,https://www.youtube.com/watch?v=XmdtJWmR9zQ,Rock,Electronic,Pop
1986,37,Something About You,Level 42,https://www.youtube.com/watch?v=HXRh34xJuKQ,Spoken,Pop,Rock
1986,38,Venus,Bananarama,https://www.youtube.com/watch?v=s3APfxZibHI,Rock,Folk,Pop
1986,39,Dancing on the Ceiling,Lionel Richie,https://www.youtube.com/watch?v=ovo6zwv6DX4,Rock,Pop,Jazz
1986,40,Conga,Miami Sound Machine,https://www.youtube.com/watch?v=gbAPhbLKSzQ,Electronic,Pop,Rock
1986,41,True Colors,Cyndi Lauper,https://www.youtube.com/watch?v=LPn0KFlbqX8,Pop,Folk,Rock
1986,42,Danger Zone,Kenny Loggins,https://www.youtube.com/watch?v=siwpn14IE7E,Rock,Pop,Folk
1986,43,What Have You Done For Me Lately,Janet Jackson,https://www.youtube.com/watch?v=r9uizdKZAGE,Electronic,Pop,Rock
1986,44,No One Is to Blame,Howard Jones,https://www.youtube.com/watch?v=pekhxxngQ3s,Jazz,Rock,Pop
1986,45,Let's Go All the Way,Sly Fox,https://www.youtube.com/watch?v=1xIY98rCDWk,Pop,Rock,Folk
1986,46,I Didn't Mean to Turn You On,Robert Palmer,https://www.youtube.com/watch?v=lyNa-ReeZc8,Rock,Pop,Jazz
1986,47,Words Get in the Way,Miami Sound Machine,https://www.youtube.com/watch?v=OKIs86NhVno,Jazz,Classical,Rock
1986,48,Manic Monday,The Bangles,https://www.youtube.com/watch?v=SsmVgoXDq2w,Rock,Pop,Jazz
1986,49,Walk of Life,Dire Straits,https://www.youtube.com/watch?v=kd9TlGDZGkI,Jazz,Rock,Instrumental
1986,50,Amanda,Boston,https://www.youtube.com/watch?v=S4mCIsmiAWc,Pop,Rock,Jazz
1987,1,Walk Like An Egyptian,The Bangles,https://www.youtube.com/watch?v=Cv6tuzHUuuk,Rock,Pop,Electronic
1987,2,Alone,Heart,https://www.youtube.com/watch?v=1Cw1ng75KP0,Pop,Jazz,Rock
1987,3,Shake You Down,Gregory Abbott,https://www.youtube.com/watch?v=Uc8wmLul3uw,Instrumental,Pop,Rock
1987,4,I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,https://www.youtube.com/watch?v=eH3giaIzONA,Pop,Jazz,Rock
1987,5,Nothing's Gonna Stop Us Now,Starship,https://www.youtube.com/watch?v=3wxyN3z9PL4,Jazz,Rock,Country
1987,6,C'est La Vie,Robbie Nevil,https://www.youtube.com/watch?v=CGtf9QfITQw,Electronic,Rock,Pop
1987,7,Here I Go Again,Whitesnake,https://www.youtube.com/watch?v=WyF8RHM1OCg,Rock,Pop,Jazz
1987,8,The Way It Is,Bruce Hornsby and the Range,https://www.youtube.com/watch?v=XchdAP2o57M,Classical,Jazz,Instrumental
1987,9,Shakedown,Bob Seger,https://www.youtube.com/watch?v=Dj8rjVOIWd0,Rock,Pop,Instrumental
1987,10,Livin' on a Prayer,Bon Jovi,https://www.youtube.com/watch?v=PJUdPsmN81Q,Rock,Instrumental,Electronic
1987,11,La Bamba,Los Lobos,https://www.youtube.com/watch?v=nLAWPrCUQQ0,Rock,Pop,Jazz
1987,12,Everybody Have Fun Tonight,Wang Chung,https://www.youtube.com/watch?v=BoXu6QmxpJE,Rock,Electronic,Pop
1987,13,Don't Dream It's Over,Crowded House,https://www.youtube.com/watch?v=J9gKyRmic20,Rock,Jazz,Pop
1987,14,Always,Atlantic Starr,https://www.youtube.com/watch?v=rxXPV144DOc,Rock,Pop,Instrumental
1987,15,With or Without You,U2,https://www.youtube.com/watch?v=WZKnQRkWzLI,Rock,Pop,Electronic
1987,16,Looking for a New Love,Jody Watley,https://www.youtube.com/watch?v=tfoIbXa3g0Q,Pop,Electronic,Jazz
1987,17,Head to Toe,Lisa Lisa and Cult Jam,https://www.youtube.com/watch?v=51Iq8JmmfxY,Spoken,Pop,Rock
1987,18,I Think We're Alone Now,Tiffany,https://www.youtube.com/watch?v=w6Q3mHyzn78,Rock,Pop,Jazz
1987,19,Mony Mony,Billy Idol,https://www.youtube.com/watch?v=sYYAv-QW38Q,Rock,Electronic,Pop
1987,20,At This Moment,Billy Vera and the Beaters,https://www.youtube.com/watch?v=O2ur063fMhs,Jazz,Pop,Rock
1987,21,The Lady in Red,Chris de Burgh,https://www.youtube.com/watch?v=Z8cetxBK9Dg,Jazz,Pop,Rock
1987,22,Didn't We Almost Have It All,Whitney Houston,https://www.youtube.com/watch?v=i_4PlM85NJo,Rock,Jazz,Pop
1987,23,I Still Haven't Found What I'm Looking For,U2,https://www.youtube.com/watch?v=e3-5YC_oHjE,Rock,Pop,Folk
1987,24,I Want Your Sex,George Michael,https://www.youtube.com/watch?v=vldh7oQD-a4,Electronic,Pop,Rock
1987,25,Notorious,Duran Duran,https://www.youtube.com/watch?v=6AeRtYEtRX8,Rock,Pop,Country
1987,26,Only in My Dreams,Debbie Gibson,https://www.youtube.com/watch?v=4T1t5OFOYDU,Pop,Electronic,Rock
1987,27,(I've Had) The Time of My Life,"Bill Medley,Jennifer Warnes,",https://www.youtube.com/watch?v=6eyCDj1s4NI,Rock,Jazz,Instrumental
1987,28,The Next Time I Fall,"Peter Cetera,Amy Grant,",https://www.youtube.com/watch?v=c-ENYuomYzA,Jazz,Rock,Instrumental
1987,29,Lean on Me,Club Nouveau,https://www.youtube.com/watch?v=Ho3uktaR--E,Rock,Pop,Spoken
1987,30,Open Your Heart,Madonna,https://www.youtube.com/watch?v=snsTmi9N9Gs,Jazz,Rock,Pop
1987,31,Lost in Emotion,Lisa Lisa and Cult Jam,https://www.youtube.com/watch?v=If8by9Df4wM,Rock,Pop,Electronic
1987,32,(I Just) Died In Your Arms,Cutting Crew,https://www.youtube.com/watch?v=D_zJwAXD2Tk,Rock,Pop,Jazz
1987,33,Heart and Soul,T'Pau,https://www.youtube.com/watch?v=SwrYMWoqg5w,Rock,Pop,Instrumental
1987,34,You Keep Me Hangin' On,Kim Wilde,https://www.youtube.com/watch?v=433aHgCBmeU,Rock,Pop,Instrumental
1987,35,Keep Your Hands to Yourself,Georgia Satellites,https://www.youtube.com/watch?v=-Y7iYkLRJJY,Rock,Pop,Instrumental
1987,36,I Knew You Were Waiting (For Me),"Aretha Franklin,George Michael,",https://www.youtube.com/watch?v=fDxzQJaA228,Rock,Pop,Electronic
1987,37,Control,Janet Jackson,https://www.youtube.com/watch?v=LH8xbDGv7oY,Rock,Pop,Electronic
1987,38,U Got the Look,Prince,https://www.youtube.com/watch?v=_jCuroTbqBI,Jazz,Pop,Rock
1987,39,Somewhere Out There,"Linda Ronstadt,James Ingram,",https://www.youtube.com/watch?v=Smc5FHbZtG4,Jazz,Pop,Rock
1987,40,Land of Confusion,Genesis,https://www.youtube.com/watch?v=Yq7FKO5DlV0,Pop,Rock,Jazz
1987,41,Jacob's Ladder,Huey Lewis and the News,https://www.youtube.com/watch?v=ojPUIjiaH_I,Rock,Pop,Jazz
1987,42,Who's That Girl,Madonna,https://www.youtube.com/watch?v=r0qDBYiOBrc,Pop,Rock,Electronic
1987,43,You Got It All,The Jets,https://www.youtube.com/watch?v=1a7dN52k_r0,Pop,Rock,Country
1987,44,Touch Me (I Want Your Body),Samantha Fox,https://www.youtube.com/watch?v=W1btg3mpEOc,Pop,Rock,Electronic
1987,45,I Just Can't Stop Loving You,"Michael Jackson,Siedah Garrett,",https://www.youtube.com/watch?v=fKBiYBWRYDM,Jazz,Pop,Rock
1987,46,Causing a Commotion,Madonna,https://www.youtube.com/watch?v=a7Tuta8aOhs,Electronic,Jazz,Pop
1987,47,In Too Deep,Genesis,https://www.youtube.com/watch?v=qQIO3pBFfXI,Rock,Electronic,Pop
1987,48,Let's Wait Awhile,Janet Jackson,https://www.youtube.com/watch?v=3Tr9cK27DOA,Pop,Spoken,Folk
1987,49,Hip to Be Square,Huey Lewis and the News,https://www.youtube.com/watch?v=LB5YkmjalDg,Rock,Pop,Country
1987,50,Will You Still Love Me?,Chicago,https://www.youtube.com/watch?v=d_l-st8Q1S0,Jazz,Classical,Instrumental
1988,1,Faith,George Michael,https://www.youtube.com/watch?v=6Cs3Pvmmv0E,Rock,Pop,Blues
1988,2,Need You Tonight,INXS,https://www.youtube.com/watch?v=F93ywiGMDnQ,Spoken,Rock,Pop
1988,3,Got My Mind Set on You,George Harrison,https://www.youtube.com/watch?v=_71w4UA2Oxo,Pop,Rock,Folk
1988,4,Never Gonna Give You Up,Rick Astley,https://www.youtube.com/watch?v=ds8sVhxdvfA,Rock,Pop,Country
1988,5,Sweet Child o' Mine,Guns N' Roses,https://www.youtube.com/watch?v=1w7OgIMMRc4,Jazz,Rock,Folk
1988,6,So Emotional,Whitney Houston,https://www.youtube.com/watch?v=0YjSHbA6HQQ,Rock,Jazz,Pop
1988,7,Heaven Is a Place on Earth,Belinda Carlisle,https://www.youtube.com/watch?v=s3vTXkKReuw,Jazz,Rock,Instrumental
1988,8,Could've Been,Tiffany,https://www.youtube.com/watch?v=s143JBZ_mUc,Jazz,Pop,Classical
1988,9,Hands to Heaven,Breathe,https://www.youtube.com/watch?v=KC5InWPjtL8,Rock,Pop,Folk
1988,10,Roll with It,Steve Winwood,https://www.youtube.com/watch?v=u_vkKozA8OI,Pop,Rock,Instrumental
1988,11,One More Try,George Michael,https://www.youtube.com/watch?v=bG5N3GC-m20,Rock,Pop,Instrumental
1988,12,Wishing Well,Terence Trent D'Arby,https://www.youtube.com/watch?v=ynIHsHYaig0,Jazz,Folk,Rock
1988,13,Anything for You,Gloria Estefan and Miami Sound Machine,https://www.youtube.com/watch?v=4uLl8aA95zA,Jazz,Classical,Rock
1988,14,The Flame,Cheap Trick,https://www.youtube.com/watch?v=muhFxXce6nA,Rock,Jazz,Pop
1988,15,"Get Outta My Dreams, Get into My Car",Billy Ocean,https://www.youtube.com/watch?v=zNgcYGgtf8M,Pop,Rock,Country
1988,16,Seasons Change,Exposé,https://www.youtube.com/watch?v=IeGIC2FnZGA,Pop,Folk,Rock
1988,17,Is This Love,Whitesnake,https://www.youtube.com/watch?v=GOJk0HW_hJw,Rock,Pop,Folk
1988,18,"Wild, Wild West",The Escape Club,https://www.youtube.com/watch?v=6vE5ewvxdfo,Pop,Rock,Folk
1988,19,Pour Some Sugar on Me,Def Leppard,https://www.youtube.com/watch?v=0UIB9Y4OFPs,Rock,Pop,Electronic
1988,20,I'll Always Love You,Taylor Dayne,https://www.youtube.com/watch?v=0bGdnMnq40s,Jazz,Classical,Rock
1988,21,Man in the Mirror,Michael Jackson,https://www.youtube.com/watch?v=ul-g8rLpMvo,Spoken,Jazz,Pop
1988,22,Shake Your Love,Debbie Gibson,https://www.youtube.com/watch?v=jv1YwsbIxDw,Pop,Jazz,Rock
1988,23,Simply Irresistible,Robert Palmer,https://www.youtube.com/watch?v=UrGw_cOgwa8,Rock,Instrumental,Pop
1988,24,Hold On to the Nights,Richard Marx,https://www.youtube.com/watch?v=LBmNTLxclXE,Rock,Pop,Jazz
1988,25,Hungry Eyes,Eric Carmen,https://www.youtube.com/watch?v=2ssCL292DQA,Rock,Pop,Folk
1988,26,Shattered Dreams,Johnny Hates Jazz,https://www.youtube.com/watch?v=ctwqa3QCwMw,Rock,Pop,Folk
1988,27,Father Figure,George Michael,https://www.youtube.com/watch?v=m_9hfHvQSNo,Pop,Rock,Spoken
1988,28,Naughty Girls (Need Love Too),Samantha Fox,https://www.youtube.com/watch?v=pXEN57rFnIM,Pop,Rock,Electronic
1988,29,A Groovy Kind of Love,Phil Collins,https://www.youtube.com/watch?v=HsC_SARyPzk,Jazz,Rock,Folk
1988,30,Love Bites,Def Leppard,https://www.youtube.com/watch?v=W4XiSFyYRE8,Jazz,Rock,Electronic
1988,31,Endless Summer Nights,Richard Marx,https://www.youtube.com/watch?v=1NvsMKYgCsM,Rock,Pop,Folk
1988,32,Foolish Beat,Debbie Gibson,https://www.youtube.com/watch?v=qf8BoWKeHow,Jazz,Pop,Rock
1988,33,Where Do Broken Hearts Go,Whitney Houston,https://www.youtube.com/watch?v=wa3tfVjGCQ8,Jazz,Rock,Pop
1988,34,Angel,Aerosmith,https://www.youtube.com/watch?v=CBTOGVb_cQg,Rock,Pop,Folk
1988,35,A Hazy Shade of Winter,The Bangles,https://www.youtube.com/watch?v=TxrwImCJCqk,Rock,Spoken,Pop
1988,36,The Way You Make Me Feel,Michael Jackson,https://www.youtube.com/watch?v=l2OC4BxjzLM,Jazz,Electronic,Rock
1988,37,"Don't Worry, Be Happy",Bobby McFerrin,https://www.youtube.com/watch?v=d-diB65scQU,Jazz,Instrumental,Classical
1988,38,Make Me Lose Control,Eric Carmen,https://www.youtube.com/watch?v=fQlKa1IeZF8,Rock,Pop,Instrumental
1988,39,Red Red Wine,UB40,https://www.youtube.com/watch?v=zXt56MB-3vc,Rock,Jazz,Pop
1988,40,She's Like the Wind,Patrick Swayze,https://www.youtube.com/watch?v=lU9p1WRfA9w,Jazz,Classical,Rock
1988,41,Bad Medicine,Bon Jovi,https://www.youtube.com/watch?v=eOUtsybozjg,Rock,Pop,Electronic
1988,42,Kokomo,The Beach Boys,https://www.youtube.com/watch?v=fJWmbLS2_ec,Rock,Country,Pop
1988,43,I Don't Wanna Go on with You Like That,Elton John,https://www.youtube.com/watch?v=kaJRvZZBnX8,Rock,Pop,Folk
1988,44,Together Forever,Rick Astley,https://www.youtube.com/watch?v=yPYZpwSpKmA,Pop,Rock,Folk
1988,45,Monkey,George Michael,https://www.youtube.com/watch?v=CHb2XYeXcJI,Electronic,Jazz,Pop
1988,46,Devil Inside,INXS,https://www.youtube.com/watch?v=hv_zJrO_ptk,Pop,Electronic,Rock
1988,47,Should've Known Better,Richard Marx,https://www.youtube.com/watch?v=TpKxH2dDqEM,Rock,Jazz,Folk
